entry_id,user_id,entry_date,journal_text,sentiment_score,primary_emotion,mood_category,consecutive_low_days,spiral_flag,department,year_of_study
825,student_032,2026-02-13,"Just a normal day, nothing special happened. Ghar ki yaad aa rahi hai.",0.06,neutral,Neutral,0,False,Arts,2
826,student_032,2026-02-14,Made solid progress in placement preparation today. Ghar ki yaad aa rahi hai.,0.5,hope,Positive,0,False,Arts,2
827,student_032,2026-02-15,"Scored well in the mid-sem exam, feeling really good!",0.46,hope,Positive,0,False,Arts,2
828,student_032,2026-02-16,Went to lectures and came back to the hostel.,0.03,neutral,Neutral,0,False,Arts,2
829,student_032,2026-02-17,"Got selected for the college fest team, super excited!",0.58,hope,Positive,0,False,Arts,2
830,student_032,2026-02-19,"Got selected for the college fest team, super excited!",0.74,joy,Positive,0,False,Arts,2
831,student_032,2026-02-20,"Just a normal day, nothing special happened. Ghar ki yaad aa rahi hai.",0.19,neutral,Neutral,0,False,Arts,2
832,student_032,2026-02-21,"Scored well in the mid-sem exam, feeling really good! Mess ka khana kharab tha. Ghar ki yaad aa rahi hai.",0.7,gratitude,Positive,0,False,Arts,2
833,student_032,2026-02-22,My roommate helped me a lot with the assignment.,0.78,gratitude,Positive,0,False,Arts,2
834,student_032,2026-02-23,My roommate helped me a lot with the assignment. Mess ka khana kharab tha.,0.78,gratitude,Positive,0,False,Arts,2
835,student_032,2026-02-24,Attended classes and submitted the assignment on time.,0.06,neutral,Neutral,0,False,Arts,2
836,student_032,2026-02-25,Went to lectures and came back to the hostel. Mess ka khana kharab tha.,-0.02,neutral,Neutral,0,False,Arts,2
837,student_032,2026-02-26,"In the group project, everyone is blaming me for everything.",-0.61,fear,Negative,1,False,Arts,2
838,student_032,2026-02-27,Had a productive study session in the library. Mess ka khana kharab tha.,0.68,gratitude,Positive,0,False,Arts,2
839,student_032,2026-02-28,Made solid progress in placement preparation today.,0.65,joy,Positive,0,False,Arts,2
840,student_032,2026-03-01,Attended classes and submitted the assignment on time. Ghar ki yaad aa rahi hai.,0.38,neutral,Neutral,0,False,Arts,2
841,student_032,2026-03-02,"Professor scolded me in front of the whole class, felt really bad.",-0.91,neutral,Negative,1,False,Arts,2
842,student_033,2026-02-01,"Professor scolded me in front of the whole class, felt really bad. Mess ka khana kharab tha.",-0.91,neutral,Negative,1,False,Arts,4
843,student_033,2026-02-02,"Scored well in the mid-sem exam, feeling really good!",0.73,joy,Positive,0,False,Arts,4
844,student_033,2026-02-04,Had a productive study session in the library. Mess ka khana kharab tha.,0.95,hope,Positive,0,False,Arts,4
845,student_033,2026-02-05,"Scored well in the mid-sem exam, feeling really good! Mess ka khana kharab tha.",0.84,joy,Positive,0,False,Arts,4
846,student_033,2026-02-06,"Got selected for the college fest team, super excited! Ghar ki yaad aa rahi hai.",0.87,gratitude,Positive,0,False,Arts,4
847,student_033,2026-02-07,"Professor scolded me in front of the whole class, felt really bad.",-0.42,overwhelm,Negative,1,False,Arts,4
848,student_033,2026-02-08,"Just a normal day, nothing special happened.",-0.13,neutral,Neutral,0,False,Arts,4
849,student_033,2026-02-09,"Just a normal day, nothing special happened.",0.3,neutral,Neutral,0,False,Arts,4
850,student_033,2026-02-10,"There was a power cut the whole night, couldn't finish the assignment. Mess ka khana kharab tha. Ghar ki yaad aa rahi hai.",-0.37,anger,Negative,1,False,Arts,4
851,student_033,2026-02-11,Went to lectures and came back to the hostel.,-0.01,neutral,Neutral,0,False,Arts,4
852,student_033,2026-02-12,"Scored well in the mid-sem exam, feeling really good!",0.6,gratitude,Positive,0,False,Arts,4
853,student_033,2026-02-14,"In the group project, everyone is blaming me for everything.",-0.39,neutral,Negative,1,False,Arts,4
854,student_033,2026-02-15,Nothing seems to matter right now. Mess ka khana kharab tha.,-0.73,gratitude,Negative,2,False,Arts,4
855,student_033,2026-02-16,"Couldn't concentrate at all today, everything feels overwhelming.",-0.4,overwhelm,Negative,3,False,Arts,4
856,student_033,2026-02-17,Everything has been feeling pointless for the past few days. Mess ka khana kharab tha.,-0.5,sadness,Negative,4,False,Arts,4
857,student_033,2026-02-18,The mess food was terrible and now my stomach is upset.,-0.42,overwhelm,Negative,5,True,Arts,4
858,student_033,2026-02-19,Everything has been feeling pointless for the past few days.,-0.39,anger,Negative,6,True,Arts,4
859,student_033,2026-02-20,I don't even feel like getting out of bed in the morning.,-0.46,hope,Negative,7,True,Arts,4
860,student_033,2026-02-21,Feeling very lonely in the hostel these days.,-0.46,anxiety,Negative,8,True,Arts,4
861,student_033,2026-02-22,"I'm really scared about the upcoming exams, nothing is making sense.",-0.84,anger,Negative,9,True,Arts,4
862,student_033,2026-02-23,"Got rejected from the internship I wanted, feeling demotivated. Mess ka khana kharab tha. Ghar ki yaad aa rahi hai.",-0.77,gratitude,Negative,10,True,Arts,4
863,student_033,2026-02-25,Feeling very lonely in the hostel these days.,-0.47,anxiety,Negative,11,True,Arts,4
864,student_033,2026-02-26,Attended classes and submitted the assignment on time.,0.28,neutral,Neutral,0,False,Arts,4
865,student_033,2026-02-28,Nothing seems to matter right now.,-0.42,neutral,Negative,1,False,Arts,4
866,student_034,2026-02-01,"Got selected for the college fest team, super excited! Ghar ki yaad aa rahi hai.",0.74,joy,Positive,0,False,Science,2
867,student_034,2026-02-03,Weather was nice but I stayed in and rested.,0.36,neutral,Neutral,0,False,Science,2
868,student_034,2026-02-05,Had a productive study session in the library.,0.81,joy,Positive,0,False,Science,2
869,student_034,2026-02-06,"Had a great time with friends at the canteen, ate vada pav and laughed a lot.",0.77,joy,Positive,0,False,Science,2
870,student_034,2026-02-07,"Scored well in the mid-sem exam, feeling really good! Ghar ki yaad aa rahi hai.",0.65,gratitude,Positive,0,False,Science,2
871,student_034,2026-02-08,The mess food was average today. Mess ka khana kharab tha.,0.22,neutral,Neutral,0,False,Science,2
872,student_034,2026-02-09,Studied for a while in the library. Mess ka khana kharab tha.,-0.17,neutral,Neutral,0,False,Science,2
873,student_034,2026-02-10,My roommate helped me a lot with the assignment.,0.73,joy,Positive,0,False,Science,2
874,student_034,2026-02-11,The mess food was average today. Ghar ki yaad aa rahi hai.,0.34,neutral,Neutral,0,False,Science,2
875,student_034,2026-02-12,My roommate helped me a lot with the assignment.,0.66,gratitude,Positive,0,False,Science,2
876,student_034,2026-02-13,"Scored well in the mid-sem exam, feeling really good! Mess ka khana kharab tha. Ghar ki yaad aa rahi hai.",0.47,hope,Positive,0,False,Science,2
877,student_034,2026-02-14,"Scored well in the mid-sem exam, feeling really good!",0.55,gratitude,Positive,0,False,Science,2
878,student_034,2026-02-15,Made solid progress in placement preparation today. Ghar ki yaad aa rahi hai.,0.87,joy,Positive,0,False,Science,2
879,student_034,2026-02-16,"Had a great time with friends at the canteen, ate vada pav and laughed a lot. Mess ka khana kharab tha.",0.79,joy,Positive,0,False,Science,2
880,student_034,2026-02-17,Studied for a while in the library.,0.07,neutral,Neutral,0,False,Science,2
881,student_034,2026-02-18,"Just a normal day, nothing special happened. Mess ka khana kharab tha.",0.3,neutral,Neutral,0,False,Science,2
882,student_034,2026-02-19,Attended classes and submitted the assignment on time.,0.12,neutral,Neutral,0,False,Science,2
883,student_034,2026-02-20,Had a productive study session in the library. Ghar ki yaad aa rahi hai.,0.58,hope,Positive,0,False,Science,2
884,student_034,2026-02-21,"Scored well in the mid-sem exam, feeling really good!",0.86,joy,Positive,0,False,Science,2
885,student_034,2026-02-23,Studied for a while in the library. Ghar ki yaad aa rahi hai.,0.38,neutral,Neutral,0,False,Science,2
886,student_034,2026-02-24,Went to lectures and came back to the hostel. Mess ka khana kharab tha.,0.28,neutral,Neutral,0,False,Science,2
887,student_034,2026-02-25,"Today's lecture was awesome, finally understood the concept!",0.45,joy,Positive,0,False,Science,2
888,student_034,2026-02-26,"Just a normal day, nothing special happened. Ghar ki yaad aa rahi hai.",0.27,neutral,Neutral,0,False,Science,2
889,student_034,2026-02-27,Studied for a while in the library.,0.28,neutral,Neutral,0,False,Science,2
890,student_034,2026-02-28,"Just a normal day, nothing special happened.",0.09,neutral,Neutral,0,False,Science,2
891,student_034,2026-03-01,The mess food was average today.,0.06,neutral,Neutral,0,False,Science,2
892,student_035,2026-02-01,The mess food was average today.,-0.15,neutral,Neutral,0,False,Science,3
893,student_035,2026-02-02,Attended classes and submitted the assignment on time.,-0.02,neutral,Neutral,0,False,Science,3
894,student_035,2026-02-03,"Today's lecture was awesome, finally understood the concept!",0.68,gratitude,Positive,0,False,Science,3
895,student_035,2026-02-04,"Got selected for the college fest team, super excited!",0.54,hope,Positive,0,False,Science,3
896,student_035,2026-02-06,Had a productive study session in the library. Mess ka khana kharab tha.,0.45,gratitude,Positive,0,False,Science,3
897,student_035,2026-02-07,"Got selected for the college fest team, super excited!",0.59,joy,Positive,0,False,Science,3
898,student_035,2026-02-08,Weather was nice but I stayed in and rested. Mess ka khana kharab tha.,-0.2,neutral,Neutral,0,False,Science,3
899,student_035,2026-02-10,Made solid progress in placement preparation today.,0.73,gratitude,Positive,0,False,Science,3
900,student_035,2026-02-11,Weather was nice but I stayed in and rested.,0.28,neutral,Neutral,0,False,Science,3
901,student_035,2026-02-12,"Today's lecture was awesome, finally understood the concept!",0.5,joy,Positive,0,False,Science,3
902,student_035,2026-02-13,"Had a great time with friends at the canteen, ate vada pav and laughed a lot.",0.83,joy,Positive,0,False,Science,3
903,student_035,2026-02-14,Made solid progress in placement preparation today. Ghar ki yaad aa rahi hai.,0.9,gratitude,Positive,0,False,Science,3
904,student_035,2026-02-15,Attended classes and submitted the assignment on time. Mess ka khana kharab tha.,0.04,neutral,Neutral,0,False,Science,3
905,student_035,2026-02-17,"Couldn't concentrate at all today, everything feels overwhelming.",-0.62,sadness,Negative,1,False,Science,3
906,student_035,2026-02-19,Weather was nice but I stayed in and rested.,-0.06,neutral,Neutral,0,False,Science,3
907,student_035,2026-02-20,"Scored well in the mid-sem exam, feeling really good!",0.76,joy,Positive,0,False,Science,3
908,student_035,2026-02-21,Weather was nice but I stayed in and rested. Ghar ki yaad aa rahi hai.,0.24,neutral,Neutral,0,False,Science,3
909,student_035,2026-02-22,"Had a great time with friends at the canteen, ate vada pav and laughed a lot.",0.91,joy,Positive,0,False,Science,3
910,student_035,2026-02-23,The mess food was average today.,0.24,neutral,Neutral,0,False,Science,3
911,student_035,2026-02-24,Studied for a while in the library. Ghar ki yaad aa rahi hai.,0.09,neutral,Neutral,0,False,Science,3
912,student_035,2026-02-25,The mess food was average today.,-0.06,neutral,Neutral,0,False,Science,3
913,student_035,2026-02-28,"Had a great time with friends at the canteen, ate vada pav and laughed a lot. Mess ka khana kharab tha.",0.68,gratitude,Positive,0,False,Science,3
914,student_035,2026-03-01,Attended classes and submitted the assignment on time.,0.27,neutral,Neutral,0,False,Science,3
915,student_035,2026-03-02,"In the group project, everyone is blaming me for everything.",-0.69,anger,Negative,1,False,Science,3
916,student_036,2026-02-01,Went to lectures and came back to the hostel. Mess ka khana kharab tha. Ghar ki yaad aa rahi hai.,0.18,neutral,Neutral,0,False,CS,1
917,student_036,2026-02-02,"Scored well in the mid-sem exam, feeling really good!",0.67,joy,Positive,0,False,CS,1
918,student_036,2026-02-03,"Had a great time with friends at the canteen, ate vada pav and laughed a lot. Mess ka khana kharab tha. Ghar ki yaad aa rahi hai.",0.93,joy,Positive,0,False,CS,1
919,student_036,2026-02-04,"Scored well in the mid-sem exam, feeling really good! Ghar ki yaad aa rahi hai.",0.6,gratitude,Positive,0,False,CS,1
920,student_036,2026-02-05,Had a productive study session in the library.,0.53,gratitude,Positive,0,False,CS,1
921,student_036,2026-02-06,The mess food was terrible and now my stomach is upset.,-0.49,fear,Negative,1,False,CS,1
922,student_036,2026-02-07,"Scored well in the mid-sem exam, feeling really good!",0.64,joy,Positive,0,False,CS,1
923,student_036,2026-02-08,"I'm really scared about the upcoming exams, nothing is making sense.",-0.47,fear,Negative,1,False,CS,1
924,student_036,2026-02-09,"Got selected for the college fest team, super excited!",0.8,gratitude,Positive,0,False,CS,1
925,student_036,2026-02-11,"Professor scolded me in front of the whole class, felt really bad. Ghar ki yaad aa rahi hai.",-0.62,anger,Negative,1,False,CS,1
926,student_036,2026-02-12,"Professor scolded me in front of the whole class, felt really bad.",-0.9,fear,Negative,2,False,CS,1
927,student_036,2026-02-13,Attended classes and submitted the assignment on time.,-0.07,neutral,Neutral,0,False,CS,1
928,student_036,2026-02-14,Feeling very lonely in the hostel these days. Mess ka khana kharab tha.,-0.63,sadness,Negative,1,False,CS,1
929,student_036,2026-02-15,Went to lectures and came back to the hostel. Mess ka khana kharab tha. Ghar ki yaad aa rahi hai.,0.02,neutral,Neutral,0,False,CS,1
930,student_036,2026-02-16,"Got selected for the college fest team, super excited!",0.71,gratitude,Positive,0,False,CS,1
931,student_036,2026-02-17,"Got selected for the college fest team, super excited!",0.89,hope,Positive,0,False,CS,1
932,student_036,2026-02-18,"Got selected for the college fest team, super excited!",0.77,hope,Positive,0,False,CS,1
933,student_036,2026-02-19,My roommate helped me a lot with the assignment.,0.6,joy,Positive,0,False,CS,1
934,student_036,2026-02-20,"Just a normal day, nothing special happened. Ghar ki yaad aa rahi hai.",-0.07,neutral,Neutral,0,False,CS,1
935,student_036,2026-02-21,Went to lectures and came back to the hostel.,0.15,neutral,Neutral,0,False,CS,1
936,student_036,2026-02-22,"Professor scolded me in front of the whole class, felt really bad. Ghar ki yaad aa rahi hai.",-0.87,anger,Negative,1,False,CS,1
937,student_036,2026-02-23,"In the group project, everyone is blaming me for everything.",-0.93,hope,Negative,2,False,CS,1
938,student_036,2026-02-24,"Today's lecture was awesome, finally understood the concept!",0.47,joy,Positive,0,False,CS,1
939,student_036,2026-02-25,"Scored well in the mid-sem exam, feeling really good!",0.67,joy,Positive,0,False,CS,1
940,student_036,2026-02-26,"Scored well in the mid-sem exam, feeling really good! Ghar ki yaad aa rahi hai.",0.85,joy,Positive,0,False,CS,1
941,student_036,2026-02-27,Had a productive study session in the library. Mess ka khana kharab tha.,0.57,gratitude,Positive,0,False,CS,1
942,student_036,2026-02-28,"Got selected for the college fest team, super excited! Ghar ki yaad aa rahi hai.",0.48,gratitude,Positive,0,False,CS,1
943,student_036,2026-03-01,"Got selected for the college fest team, super excited! Mess ka khana kharab tha.",0.77,gratitude,Positive,0,False,CS,1
944,student_036,2026-03-02,My roommate helped me a lot with the assignment. Mess ka khana kharab tha.,0.64,hope,Positive,0,False,CS,1
945,student_037,2026-02-01,Went to lectures and came back to the hostel.,-0.15,neutral,Neutral,0,False,CS,2
946,student_037,2026-02-02,My roommate helped me a lot with the assignment.,0.68,joy,Positive,0,False,CS,2
947,student_037,2026-02-03,"Got rejected from the internship I wanted, feeling demotivated. Ghar ki yaad aa rahi hai.",-0.53,anger,Negative,1,False,CS,2
948,student_037,2026-02-05,My roommate helped me a lot with the assignment. Mess ka khana kharab tha.,0.41,joy,Positive,0,False,CS,2
949,student_037,2026-02-06,Studied for a while in the library. Mess ka khana kharab tha.,0.13,neutral,Neutral,0,False,CS,2
950,student_037,2026-02-07,"Today's lecture was awesome, finally understood the concept! Mess ka khana kharab tha.",0.77,hope,Positive,0,False,CS,2
951,student_037,2026-02-08,"Got selected for the college fest team, super excited! Mess ka khana kharab tha.",0.58,gratitude,Positive,0,False,CS,2
952,student_037,2026-02-09,"I'm really scared about the upcoming exams, nothing is making sense. Mess ka khana kharab tha.",-0.6,anger,Negative,1,False,CS,2
953,student_037,2026-02-10,"Got rejected from the internship I wanted, feeling demotivated. Mess ka khana kharab tha.",-0.71,anger,Negative,2,False,CS,2
954,student_037,2026-02-12,Went to lectures and came back to the hostel.,-0.05,neutral,Neutral,0,False,CS,2
955,student_037,2026-02-13,My roommate helped me a lot with the assignment. Ghar ki yaad aa rahi hai.,0.75,joy,Positive,0,False,CS,2
956,student_037,2026-02-14,"Professor scolded me in front of the whole class, felt really bad.",-0.92,anger,Negative,1,False,CS,2
957,student_037,2026-02-15,Attended classes and submitted the assignment on time. Mess ka khana kharab tha.,0.09,neutral,Neutral,0,False,CS,2
958,student_037,2026-02-16,"Scored well in the mid-sem exam, feeling really good! Ghar ki yaad aa rahi hai.",0.86,joy,Positive,0,False,CS,2
959,student_037,2026-02-17,"Just a normal day, nothing special happened. Ghar ki yaad aa rahi hai.",-0.12,neutral,Neutral,0,False,CS,2
960,student_037,2026-02-18,Went to lectures and came back to the hostel.,0.21,neutral,Neutral,0,False,CS,2
961,student_037,2026-02-19,Studied for a while in the library. Mess ka khana kharab tha.,0.0,neutral,Neutral,0,False,CS,2
962,student_037,2026-02-20,"Got selected for the college fest team, super excited! Mess ka khana kharab tha.",0.73,joy,Positive,0,False,CS,2
963,student_037,2026-02-21,"Got selected for the college fest team, super excited!",0.7,hope,Positive,0,False,CS,2
964,student_037,2026-02-23,Studied for a while in the library.,0.16,neutral,Neutral,0,False,CS,2
965,student_037,2026-02-24,"Just a normal day, nothing special happened. Mess ka khana kharab tha.",-0.08,neutral,Neutral,0,False,CS,2
966,student_037,2026-02-25,"Scored well in the mid-sem exam, feeling really good!",0.51,hope,Positive,0,False,CS,2
967,student_037,2026-02-26,"I'm really scared about the upcoming exams, nothing is making sense. Mess ka khana kharab tha.",-0.53,neutral,Negative,1,False,CS,2
968,student_037,2026-02-28,Studied for a while in the library.,0.13,neutral,Neutral,0,False,CS,2
969,student_037,2026-03-02,"Scored well in the mid-sem exam, feeling really good!",0.88,joy,Positive,0,False,CS,2
970,student_038,2026-02-01,Went to lectures and came back to the hostel. Ghar ki yaad aa rahi hai.,0.06,neutral,Neutral,0,False,Humanities,1
971,student_038,2026-02-02,Had a productive study session in the library.,0.77,gratitude,Positive,0,False,Humanities,1
972,student_038,2026-02-03,"There was a power cut the whole night, couldn't finish the assignment. Mess ka khana kharab tha.",-0.63,anxiety,Negative,1,False,Humanities,1
973,student_038,2026-02-05,My roommate helped me a lot with the assignment.,0.52,joy,Positive,0,False,Humanities,1
974,student_038,2026-02-06,"Scored well in the mid-sem exam, feeling really good! Mess ka khana kharab tha.",0.45,gratitude,Positive,0,False,Humanities,1
975,student_038,2026-02-07,Studied for a while in the library. Ghar ki yaad aa rahi hai.,0.08,neutral,Neutral,0,False,Humanities,1
976,student_038,2026-02-08,Attended classes and submitted the assignment on time.,0.17,neutral,Neutral,0,False,Humanities,1
977,student_038,2026-02-09,"Just a normal day, nothing special happened.",0.33,neutral,Neutral,0,False,Humanities,1
978,student_038,2026-02-10,Had a productive study session in the library.,0.74,joy,Positive,0,False,Humanities,1
979,student_038,2026-02-11,The mess food was average today.,0.05,neutral,Neutral,0,False,Humanities,1
980,student_038,2026-02-12,Made solid progress in placement preparation today.,0.59,gratitude,Positive,0,False,Humanities,1
981,student_038,2026-02-13,"Just a normal day, nothing special happened. Ghar ki yaad aa rahi hai.",0.27,neutral,Neutral,0,False,Humanities,1
982,student_038,2026-02-14,My roommate helped me a lot with the assignment. Mess ka khana kharab tha.,0.8,joy,Positive,0,False,Humanities,1
983,student_038,2026-02-15,Studied for a while in the library.,0.19,neutral,Neutral,0,False,Humanities,1
984,student_038,2026-02-16,Feeling very lonely in the hostel these days.,-0.78,joy,Negative,1,False,Humanities,1
985,student_038,2026-02-17,Attended classes and submitted the assignment on time.,0.32,neutral,Neutral,0,False,Humanities,1
986,student_038,2026-02-18,Attended classes and submitted the assignment on time.,0.2,neutral,Neutral,0,False,Humanities,1
987,student_038,2026-02-19,My roommate helped me a lot with the assignment.,0.56,joy,Positive,0,False,Humanities,1
988,student_038,2026-02-21,"Just a normal day, nothing special happened.",0.08,neutral,Neutral,0,False,Humanities,1
989,student_038,2026-02-22,The mess food was terrible and now my stomach is upset.,-0.71,joy,Negative,1,False,Humanities,1
990,student_038,2026-02-23,"Today's lecture was awesome, finally understood the concept! Ghar ki yaad aa rahi hai.",0.64,joy,Positive,0,False,Humanities,1
991,student_038,2026-02-24,"Scored well in the mid-sem exam, feeling really good! Mess ka khana kharab tha.",0.8,hope,Positive,0,False,Humanities,1
992,student_038,2026-02-25,"Had a great time with friends at the canteen, ate vada pav and laughed a lot.",0.41,gratitude,Positive,0,False,Humanities,1
993,student_038,2026-02-26,Attended classes and submitted the assignment on time. Mess ka khana kharab tha. Ghar ki yaad aa rahi hai.,0.29,neutral,Neutral,0,False,Humanities,1
994,student_038,2026-02-27,"Professor scolded me in front of the whole class, felt really bad. Ghar ki yaad aa rahi hai.",-0.86,hope,Negative,1,False,Humanities,1
995,student_038,2026-02-28,Made solid progress in placement preparation today.,0.64,joy,Positive,0,False,Humanities,1
996,student_038,2026-03-01,"Got rejected from the internship I wanted, feeling demotivated.",-0.92,sadness,Negative,1,False,Humanities,1
997,student_038,2026-03-02,"Couldn't concentrate at all today, everything feels overwhelming. Mess ka khana kharab tha. Ghar ki yaad aa rahi hai.",-0.67,gratitude,Negative,2,False,Humanities,1
998,student_039,2026-02-01,The mess food was average today. Mess ka khana kharab tha.,0.12,neutral,Neutral,0,False,Engineering,4
999,student_039,2026-02-02,The mess food was average today.,0.19,neutral,Neutral,0,False,Engineering,4
1000,student_039,2026-02-03,Had a productive study session in the library. Mess ka khana kharab tha. Ghar ki yaad aa rahi hai.,0.63,hope,Positive,0,False,Engineering,4
1001,student_039,2026-02-04,"Just a normal day, nothing special happened. Mess ka khana kharab tha. Ghar ki yaad aa rahi hai.",0.07,neutral,Neutral,0,False,Engineering,4
1002,student_039,2026-02-05,My roommate helped me a lot with the assignment.,0.66,gratitude,Positive,0,False,Engineering,4
1003,student_039,2026-02-06,Made solid progress in placement preparation today. Mess ka khana kharab tha.,0.55,gratitude,Positive,0,False,Engineering,4
1004,student_039,2026-02-07,My roommate helped me a lot with the assignment.,0.83,joy,Positive,0,False,Engineering,4
1005,student_039,2026-02-09,Weather was nice but I stayed in and rested. Mess ka khana kharab tha.,0.29,neutral,Neutral,0,False,Engineering,4
1006,student_039,2026-02-10,Weather was nice but I stayed in and rested.,-0.19,neutral,Neutral,0,False,Engineering,4
1007,student_039,2026-02-11,Made solid progress in placement preparation today.,0.82,gratitude,Positive,0,False,Engineering,4
1008,student_039,2026-02-12,"Professor scolded me in front of the whole class, felt really bad. Mess ka khana kharab tha.",-0.82,neutral,Negative,1,False,Engineering,4
1009,student_039,2026-02-13,"Couldn't concentrate at all today, everything feels overwhelming. Mess ka khana kharab tha. Ghar ki yaad aa rahi hai.",-0.44,overwhelm,Negative,2,False,Engineering,4
1010,student_039,2026-02-14,The mess food was average today. Ghar ki yaad aa rahi hai.,-0.12,neutral,Neutral,0,False,Engineering,4
1011,student_039,2026-02-15,Weather was nice but I stayed in and rested.,0.05,neutral,Neutral,0,False,Engineering,4
1012,student_039,2026-02-16,Went to lectures and came back to the hostel. Mess ka khana kharab tha.,0.35,neutral,Neutral,0,False,Engineering,4
1013,student_039,2026-02-17,Went to lectures and came back to the hostel.,0.03,neutral,Neutral,0,False,Engineering,4
1014,student_039,2026-02-18,My roommate helped me a lot with the assignment.,0.58,hope,Positive,0,False,Engineering,4
1015,student_039,2026-02-19,"Today's lecture was awesome, finally understood the concept! Ghar ki yaad aa rahi hai.",0.85,joy,Positive,0,False,Engineering,4
1016,student_039,2026-02-20,Made solid progress in placement preparation today. Mess ka khana kharab tha. Ghar ki yaad aa rahi hai.,0.76,gratitude,Positive,0,False,Engineering,4
1017,student_039,2026-02-22,Had a productive study session in the library.,0.94,hope,Positive,0,False,Engineering,4
1018,student_039,2026-02-23,Attended classes and submitted the assignment on time. Mess ka khana kharab tha. Ghar ki yaad aa rahi hai.,0.06,neutral,Neutral,0,False,Engineering,4
1019,student_039,2026-02-24,Attended classes and submitted the assignment on time.,-0.03,neutral,Neutral,0,False,Engineering,4
1020,student_039,2026-02-25,Had a productive study session in the library.,0.69,gratitude,Positive,0,False,Engineering,4
1021,student_039,2026-02-26,"Today's lecture was awesome, finally understood the concept! Mess ka khana kharab tha.",0.65,gratitude,Positive,0,False,Engineering,4
1022,student_039,2026-02-27,Attended classes and submitted the assignment on time. Mess ka khana kharab tha.,0.06,neutral,Neutral,0,False,Engineering,4
1023,student_039,2026-02-28,My roommate helped me a lot with the assignment. Mess ka khana kharab tha.,0.42,gratitude,Positive,0,False,Engineering,4
1024,student_039,2026-03-01,"Just a normal day, nothing special happened.",-0.07,neutral,Neutral,0,False,Engineering,4
1025,student_039,2026-03-02,Studied for a while in the library. Mess ka khana kharab tha. Ghar ki yaad aa rahi hai.,0.26,neutral,Neutral,0,False,Engineering,4
1026,student_040,2026-02-01,"Today's lecture was awesome, finally understood the concept!",0.65,hope,Positive,0,False,Business,4
1027,student_040,2026-02-02,"Today's lecture was awesome, finally understood the concept! Mess ka khana kharab tha. Ghar ki yaad aa rahi hai.",0.9,hope,Positive,0,False,Business,4
1028,student_040,2026-02-03,Went to lectures and came back to the hostel.,0.06,neutral,Neutral,0,False,Business,4
1029,student_040,2026-02-04,"Just a normal day, nothing special happened. Ghar ki yaad aa rahi hai.",-0.13,neutral,Neutral,0,False,Business,4
1030,student_040,2026-02-05,Studied for a while in the library. Mess ka khana kharab tha.,-0.07,neutral,Neutral,0,False,Business,4
1031,student_040,2026-02-06,"Just a normal day, nothing special happened.",0.18,neutral,Neutral,0,False,Business,4
1032,student_040,2026-02-07,"Today's lecture was awesome, finally understood the concept! Ghar ki yaad aa rahi hai.",0.61,joy,Positive,0,False,Business,4
1033,student_040,2026-02-08,"Today's lecture was awesome, finally understood the concept! Mess ka khana kharab tha. Ghar ki yaad aa rahi hai.",0.41,hope,Positive,0,False,Business,4
1034,student_040,2026-02-09,"Today's lecture was awesome, finally understood the concept!",0.49,joy,Positive,0,False,Business,4
1035,student_040,2026-02-10,"Scored well in the mid-sem exam, feeling really good! Mess ka khana kharab tha.",0.74,gratitude,Positive,0,False,Business,4
1036,student_040,2026-02-11,"Had a great time with friends at the canteen, ate vada pav and laughed a lot. Mess ka khana kharab tha.",0.41,joy,Positive,0,False,Business,4
1037,student_040,2026-02-12,"Today's lecture was awesome, finally understood the concept!",0.74,joy,Positive,0,False,Business,4
1038,student_040,2026-02-13,Had a productive study session in the library.,0.46,hope,Positive,0,False,Business,4
1039,student_040,2026-02-14,"There was a power cut the whole night, couldn't finish the assignment.",-0.53,hope,Negative,1,False,Business,4
1040,student_040,2026-02-15,I don't even feel like getting out of bed in the morning.,-0.91,joy,Negative,2,False,Business,4
1041,student_040,2026-02-16,I've been feeling down for so many days in a row.,-0.81,joy,Negative,3,False,Business,4
1042,student_040,2026-02-17,"There was a power cut the whole night, couldn't finish the assignment. Mess ka khana kharab tha.",-0.5,gratitude,Negative,4,False,Business,4
1043,student_040,2026-02-19,I feel like crying for no reason. Mess ka khana kharab tha.,-0.56,neutral,Negative,5,True,Business,4
1044,student_040,2026-02-20,I've been feeling down for so many days in a row.,-0.78,joy,Negative,6,True,Business,4
1045,student_040,2026-02-21,Maybe I should go for counselling but the stigma is too much.,-0.94,anxiety,Negative,7,True,Business,4
1046,student_040,2026-02-22,"Professor scolded me in front of the whole class, felt really bad.",-0.55,neutral,Negative,8,True,Business,4
1047,student_040,2026-02-23,"Couldn't concentrate at all today, everything feels overwhelming.",-0.76,anger,Negative,9,True,Business,4
1048,student_040,2026-02-24,Feeling very lonely in the hostel these days. Ghar ki yaad aa rahi hai.,-0.83,hope,Negative,10,True,Business,4
1049,student_040,2026-02-25,"Had a great time with friends at the canteen, ate vada pav and laughed a lot.",0.91,hope,Positive,0,False,Business,4
1050,student_040,2026-02-27,I feel like crying for no reason. Mess ka khana kharab tha. Ghar ki yaad aa rahi hai.,-0.7,neutral,Negative,1,False,Business,4
1051,student_040,2026-02-28,I've been feeling down for so many days in a row. Ghar ki yaad aa rahi hai.,-0.43,anger,Negative,2,False,Business,4
1052,student_040,2026-03-02,Nothing seems to matter right now.,-0.7,overwhelm,Negative,3,False,Business,4
